104_20001201.txt	2	3	timex3	t1	1	type	DATE
104_20001201.txt	2	3	timex3	t1	1	val	2000-12-01
104_20001201.txt	5	7	timex3	t2	1	type	DATE
104_20001201.txt	5	7	timex3	t2	1	val	PRESENT_REF
104_20001201.txt	8	1	timex3	t3	1	type	DURATION
104_20001201.txt	8	1	timex3	t3	1	val	P4M
104_20010802.txt	2	30	timex3	t1	1	type	DURATION
104_20010802.txt	2	30	timex3	t1	1	val	P2Y3M
104_20010802.txt	3	8	timex3	t2	1	type	DATE
104_20010802.txt	3	8	timex3	t2	1	val	1998-09
104_20010802.txt	4	2	timex3	t3	1	type	DURATION
104_20010802.txt	4	2	timex3	t3	1	val	PXM
104_20011001.txt	1	28	timex3	t1	1	type	DURATION
104_20011001.txt	1	28	timex3	t1	1	val	P6M
104_20020502.txt	2	1	timex3	t1	1	type	DATE
104_20020502.txt	2	1	timex3	t1	1	val	PRESENT_REF
104_20020502.txt	2	15	timex3	t2	1	type	DATE
104_20020502.txt	2	15	timex3	t2	1	val	2003
104_20020502.txt	4	15	timex3	t3	1	type	DATE
104_20020502.txt	4	15	timex3	t3	1	val	2000
104_C-4.txt	4	18	timex3	t1	1	type	DATE
104_C-4.txt	4	18	timex3	t1	1	val	2000-06-02
104_C-4.txt	7	8	timex3	t2	1	type	DATE
104_C-4.txt	7	8	timex3	t2	1	val	PAST_REF
104_C-4.txt	8	10	timex3	t3	1	type	DATE
104_C-4.txt	8	10	timex3	t3	1	val	20
104_C-4.txt	8	14	timex3	t4	1	type	DATE
104_C-4.txt	8	14	timex3	t4	1	val	20
104_C-4.txt	10	4	timex3	t5	1	type	DATE
104_C-4.txt	10	4	timex3	t5	1	val	2000-06-02
104_C-4.txt	10	41	timex3	t6	1	type	DATE
104_C-4.txt	10	41	timex3	t6	1	val	FUTURE_REF
104_C-4.txt	12	50	timex3	t7	1	type	DURATION
104_C-4.txt	12	50	timex3	t7	1	val	PXY
104_C-4.txt	14	10	timex3	t8	1	type	DATE
104_C-4.txt	14	10	timex3	t8	1	val	2000-06-02
104_C-4.txt	14	34	timex3	t9	1	type	TIME
104_C-4.txt	14	34	timex3	t9	1	val	2000-06-02TAF
104_C-4.txt	18	8	timex3	t10	1	type	DATE
104_C-4.txt	18	8	timex3	t10	1	val	1997
104_C-4.txt	18	47	timex3	t11	1	type	DATE
104_C-4.txt	18	47	timex3	t11	1	val	1986
104_C-5.txt	2	22	timex3	t1	1	type	DATE
104_C-5.txt	2	22	timex3	t1	1	val	2000-07-01
104_C-5.txt	2	31	timex3	t2	1	type	DATE
104_C-5.txt	2	31	timex3	t2	1	val	2000
104_C-5.txt	4	29	timex3	t3	1	type	DATE
104_C-5.txt	4	29	timex3	t3	1	val	2000
104_C-5.txt	4	34	timex3	t4	1	type	DATE
104_C-5.txt	4	34	timex3	t4	1	val	2001-09
104_C-5.txt	5	12	timex3	t5	1	type	DATE
104_C-5.txt	5	12	timex3	t5	1	val	PAST_REF
104_C-5.txt	7	50	timex3	t6	1	type	DATE
104_C-5.txt	7	50	timex3	t6	1	val	1999
104_C-5.txt	9	11	timex3	t7	1	type	DATE
104_C-5.txt	9	11	timex3	t7	1	val	1999
104_C-5.txt	9	19	timex3	t8	1	type	DATE
104_C-5.txt	9	19	timex3	t8	1	val	2000-Q1
104_C-5.txt	11	23	timex3	t9	1	type	DATE
104_C-5.txt	11	23	timex3	t9	1	val	1996
104_C-5.txt	11	26	timex3	t10	1	type	DATE
104_C-5.txt	11	26	timex3	t10	1	val	PRESENT_REF
104_C-5.txt	11	35	timex3	t11	1	type	DATE
104_C-5.txt	11	35	timex3	t11	1	val	2000
104_C-5.txt	13	6	timex3	t12	1	type	DURATION
104_C-5.txt	13	6	timex3	t12	1	val	P2Y
104_C-5.txt	14	7	timex3	t13	1	type	DATE
104_C-5.txt	14	7	timex3	t13	1	val	2000-06-29
104_C-6.txt	1	14	timex3	t1	1	type	DATE
104_C-6.txt	1	14	timex3	t1	1	val	1999
104_C-6.txt	1	19	timex3	t2	1	type	SET
104_C-6.txt	1	19	timex3	t2	1	val	P1Y
104_C-6.txt	2	8	timex3	t3	1	type	DATE
104_C-6.txt	2	8	timex3	t3	1	val	199
104_C-6.txt	3	1	timex3	t4	1	type	DATE
104_C-6.txt	3	1	timex3	t4	1	val	PRESENT_REF
104_C-6.txt	3	15	timex3	t5	1	type	SET
104_C-6.txt	3	15	timex3	t5	1	val	P1Y
104_C-6.txt	4	33	timex3	t6	1	type	SET
104_C-6.txt	4	33	timex3	t6	1	val	P1Y
104_C-6.txt	5	2	timex3	t7	1	type	DATE
104_C-6.txt	5	2	timex3	t7	1	val	2000-06-05
104_C-6.txt	5	5	timex3	t8	1	type	DATE
104_C-6.txt	5	5	timex3	t8	1	val	2000-06-06
104_C-6.txt	6	24	timex3	t9	1	type	DATE
104_C-6.txt	6	24	timex3	t9	1	val	2000-W22
104_C-6.txt	6	30	timex3	t10	1	type	DATE
104_C-6.txt	6	30	timex3	t10	1	val	2000-06-01
104_C-6.txt	7	9	timex3	t11	1	type	DATE
104_C-6.txt	7	9	timex3	t11	1	val	2000-06-04
104_C-6.txt	8	37	timex3	t12	1	type	DATE
104_C-6.txt	8	37	timex3	t12	1	val	2000-05-31
104_C-6.txt	9	18	timex3	t13	1	type	DATE
104_C-6.txt	9	18	timex3	t13	1	val	2000-W21
104_C-6.txt	13	8	timex3	t14	1	type	DATE
104_C-6.txt	13	8	timex3	t14	1	val	2000-06-01
104_C-6.txt	14	6	timex3	t15	1	type	DATE
104_C-6.txt	14	6	timex3	t15	1	val	2000-06-01
104_c-1.txt	1	15	timex3	t1	1	type	DATE
104_c-1.txt	1	15	timex3	t1	1	val	2000-05-26
104_c-1.txt	1	27	timex3	t2	1	type	DATE
104_c-1.txt	1	27	timex3	t2	1	val	2000-06-08
104_c-1.txt	2	5	timex3	t3	1	type	DATE
104_c-1.txt	2	5	timex3	t3	1	val	2000-05-19
104_c-1.txt	6	13	timex3	t4	1	type	TIME
104_c-1.txt	6	13	timex3	t4	1	val	2000-06-07TNI
104_c-1.txt	7	11	timex3	t5	1	type	DURATION
104_c-1.txt	7	11	timex3	t5	1	val	P8M
104_c-1.txt	14	20	timex3	t6	1	type	SET
104_c-1.txt	14	20	timex3	t6	1	val	P1Y
104_c-2.txt	2	52	timex3	t1	1	type	DATE
104_c-2.txt	2	52	timex3	t1	1	val	FUTURE_REF
104_c-2.txt	3	1	timex3	t2	1	type	DATE
104_c-2.txt	3	1	timex3	t2	1	val	2000-W21
104_c-2.txt	3	22	timex3	t3	1	type	DATE
104_c-2.txt	3	22	timex3	t3	1	val	1998
104_c-2.txt	5	6	timex3	t4	1	type	DATE
104_c-2.txt	5	6	timex3	t4	1	val	2000-04-03
104_c-2.txt	7	30	timex3	t5	1	type	DATE
104_c-2.txt	7	30	timex3	t5	1	val	FUTURE_REF
104_c-2.txt	10	25	timex3	t6	1	type	DURATION
104_c-2.txt	10	25	timex3	t6	1	val	PXM
104_c-2.txt	12	22	timex3	t7	1	type	DATE
104_c-2.txt	12	22	timex3	t7	1	val	2000-06-01
104_c-2.txt	13	34	timex3	t8	1	type	DURATION
104_c-2.txt	13	34	timex3	t8	1	val	P1M
104_c-2.txt	14	19	timex3	t9	1	type	DATE
104_c-2.txt	14	19	timex3	t9	1	val	2000-05-31
104_c-2.txt	15	33	timex3	t10	1	type	DATE
104_c-2.txt	15	33	timex3	t10	1	val	2000
104_c-2.txt	15	54	timex3	t11	1	type	DATE
104_c-2.txt	15	54	timex3	t11	1	val	2000-05
104_c-2.txt	15	61	timex3	t12	1	type	DATE
104_c-2.txt	15	61	timex3	t12	1	val	2000
104_c-2.txt	17	52	timex3	t13	1	type	DATE
104_c-2.txt	17	52	timex3	t13	1	val	2000-05
104_c-2.txt	18	25	timex3	t14	1	type	DATE
104_c-2.txt	18	25	timex3	t14	1	val	2000
104_c-3.txt	1	5	timex3	t1	1	type	DATE
104_c-3.txt	1	5	timex3	t1	1	val	2000-05-31
104_c-3.txt	1	12	timex3	t2	1	type	DURATION
104_c-3.txt	1	12	timex3	t2	1	val	PT13H
104_c-3.txt	2	20	timex3	t3	1	type	DATE
104_c-3.txt	2	20	timex3	t3	1	val	2000-06-05
104_c-3.txt	5	31	timex3	t4	1	type	DATE
104_c-3.txt	5	31	timex3	t4	1	val	2001-01-01
104_c-3.txt	8	30	timex3	t5	1	type	SET
104_c-3.txt	8	30	timex3	t5	1	val	P2M
104_c-3.txt	11	30	timex3	t6	1	type	DURATION
104_c-3.txt	11	30	timex3	t6	1	val	P18M
104_c-3.txt	11	33	timex3	t7	1	type	DURATION
104_c-3.txt	11	33	timex3	t7	1	val	P5Y
104_c-3.txt	11	39	timex3	t8	1	type	DURATION
104_c-3.txt	11	39	timex3	t8	1	val	P8M
104_c-3.txt	11	41	timex3	t9	1	type	DURATION
104_c-3.txt	11	41	timex3	t9	1	val	P12M
104_c-3.txt	11	55	timex3	t10	1	type	DURATION
104_c-3.txt	11	55	timex3	t10	1	val	P4M
104_c-3.txt	12	36	timex3	t11	1	type	DATE
104_c-3.txt	12	36	timex3	t11	1	val	2000-05-31
104_c-3.txt	13	4	timex3	t12	1	type	DATE
104_c-3.txt	13	4	timex3	t12	1	val	2000-05-31
10568_20001013.txt	1	14	timex3	t1	1	type	DATE
10568_20001013.txt	1	14	timex3	t1	1	val	2000-10-19
10568_20001013.txt	1	37	timex3	t2	1	type	DATE
10568_20001013.txt	1	37	timex3	t2	1	val	2000-10-13
10568_20001013.txt	4	21	timex3	t3	1	type	DATE
10568_20001013.txt	4	21	timex3	t3	1	val	PAST_REF
10568_20001013.txt	5	16	timex3	t4	1	type	DATE
10568_20001013.txt	5	16	timex3	t4	1	val	2000-10-02
10568_20001013.txt	5	37	timex3	t5	1	type	DATE
10568_20001013.txt	5	37	timex3	t5	1	val	PAST_REF
10568_20001013.txt	8	13	timex3	t6	1	type	SET
10568_20001013.txt	8	13	timex3	t6	1	val	P1D
10568_20001013.txt	8	30	timex3	t7	1	type	DURATION
10568_20001013.txt	8	30	timex3	t7	1	val	P15Y
10568_20001013.txt	8	35	timex3	t8	1	type	DURATION
10568_20001013.txt	8	35	timex3	t8	1	val	P1Y
10568_20001013.txt	8	47	timex3	t9	1	type	SET
10568_20001013.txt	8	47	timex3	t9	1	val	P1Y
10568_20001013.txt	10	42	timex3	t10	1	type	DATE
10568_20001013.txt	10	42	timex3	t10	1	val	1980
10568_20001013.txt	11	24	timex3	t11	1	type	SET
10568_20001013.txt	11	24	timex3	t11	1	val	P1D
10583_20000714.txt	1	11	timex3	t1	1	type	DATE
10583_20000714.txt	1	11	timex3	t1	1	val	2000-07-15
10583_20000714.txt	1	30	timex3	t2	1	type	DATE
