10_19981202.txt	1998-12-02
10_20010103.txt	2001-01-03
10_20010301.txt	2001-03-01
10_20010402_a.txt	2001-04-02
10_20010402_b.txt	2001-04-02
10_20010601.txt	2001-06-01
10_20020102.txt	2002-01-02
10_20020501.txt	2002-05-01
104_20001201.txt	2000-12-01
104_20010802.txt	2001-08-02
104_20010902.txt	2001-09-02
104_20011001.txt	2001-10-01
104_20020502.txt	2002-05-02
104_c-1.txt	2000-06-08
104_c-2.txt	2000-06-01
104_c-3.txt	2000-05-31
104_C-4.txt	2000-06-02
104_C-5.txt	2000-07-01
104_C-6.txt	2000-06-01
105_19990401.txt	1999-04-01
105_19990601.txt	1999-06-01
105_20000401.txt	2000-04-01
105_20020301.txt	2002-03-01
105_20020502.txt	2002-05-02
10568_20001013.txt	2000-10-13
10583_20000714.txt	2000-07-14
10585_20000213.txt	2000-02-13
10591_20001013.txt	2000-10-13
106_19991202.txt	1999-12-02
106_20000201.txt	2000-02-01
106_20000602.txt	2000-06-02
106_20010202.txt	2001-02-02
106_20011201.txt	2001-12-01
106_20020402.txt	2002-04-02
10646_20000313.txt	2000-03-13
10656_20001214.txt	2000-12-14
10664_20000117.txt	2000-01-17
107_19991001.txt	1999-10-01
107_20000202.txt	2000-02-02
107_20000701.txt	2000-07-01
107_20010201.txt	2001-02-01
107_20010802.txt	2001-08-02
108_19990501.txt	1999-05-01
108_19990601.txt	1999-06-01
108_19990602.txt	1999-06-02
108_20000301_a.txt	2000-03-01
108_20000301_b.txt	2000-03-01
108_20000301_c.txt	2000-03-01
108_20000402.txt	2000-04-02
108_20000601_a.txt	2000-06-01
108_20000601_b.txt	2000-06-01
108_20000601_c.txt	2000-06-01
108_20000601_d.txt	2000-06-01
108_20000601_e.txt	2000-06-01
108_20000602.txt	2000-06-02
108_20000702.txt	2000-07-02
108_20020202.txt	2002-02-02
10872_20001214.txt	2000-12-14
109_19981201.txt	1998-12-01
109_19990103.txt	1999-01-03
109_19990502.txt	1999-05-02
109_20010301.txt	2001-03-01
10920_20001115.txt	2000-11-15
10938_20000214.txt	2000-02-14
10952_20000714.txt	2000-07-14
11_19990202.txt	1999-02-02
11_19990702.txt	1999-07-02
11_19990902.txt	1999-09-02
11_20000302.txt	2000-03-02
11_20000801.txt	2000-08-01
11_20001202.txt	2000-12-02
11_20020402.txt	2002-04-02
11_20020902.txt	2002-09-02
110_20000401.txt	2000-04-01
110_20000502.txt	2000-05-02
110_20001202.txt	2000-12-02
110_20010502.txt	2001-05-02
11011_20000914.txt	2000-09-14
11033_20000817.txt	2000-08-17
11084_20001014.txt	2000-10-14
11099_20000915.txt	2000-09-15
111_19981201.txt	1998-12-01
111_19981202.txt	1998-12-02
111_20000202.txt	2000-02-02
111_20010102.txt	2001-01-02
111_20010702.txt	2001-07-02
111_C-1.txt	2000-06-01
111_C-2.txt	2000-06-01
111_C-3.txt	2000-06-01
111_C-4.txt	2000-06-08
111_C-5.txt	2000-07-13
111_C-6.txt	2000-06-01
111_C-7.txt	2000-06-01
11177_20000817.txt	2000-08-17
112_19981202.txt	1998-12-02
112_20010402.txt	2001-04-02
112_20011101.txt	2001-11-01
112_20020102.txt	2002-01-02
112_20020103.txt	2002-01-03
113_19990501_a.txt	1999-05-01
113_19990501_b.txt	1999-05-01
113_19990501_c.txt	1999-05-01
113_19990501_d.txt	1999-05-01
113_19990501_e.txt	1999-05-01
113_20000201.txt	2000-02-01
113_20001202.txt	2000-12-02
113_20020302.txt	2002-03-02
11317_20000817.txt	2000-08-17
114_20000401.txt	2000-04-01
11456_20000715.txt	2000-07-15
11465_20000214.txt	2000-02-14
11470_20000515.txt	2000-05-15
11476_20000614.txt	2000-06-14
115_20010801.txt	2001-08-01
115_20010901.txt	2001-09-01
115_20011001.txt	2001-10-01
115_20020103.txt	2002-01-03
115_20020202.txt	2002-02-02
11553_20000817.txt	2000-08-17
11598_20000715.txt	2000-07-15
116_19991201.txt	1999-12-01
116_20010601.txt	2001-06-01
116_20020102.txt	2002-01-02
117_19981201.txt	1998-12-01
117_19990202.txt	1999-02-02
117_20010103.txt	2001-01-03
117_20010801.txt	2001-08-01
11714_20000314.txt	2000-03-14
118_19990701.txt	1999-07-01
118_19991001.txt	1999-10-01
118_20010602.txt	2001-06-02
118_20011202.txt	2001-12-02
11811_20000516.txt	2000-05-16
119_20010401.txt	2001-04-01
11977_20000215.txt	2000-02-15
11981_20001215.txt	2000-12-15
12_19990401.txt	1999-04-01
12_20000903.txt	2000-09-03
12_20010302.txt	2001-03-02
12_20020402.txt	2002-04-02
120_20000102.txt	2000-01-02
120_20010103.txt	2001-01-03
120_20011001.txt	2001-10-01
120_20020301.txt	2002-03-01
120_20020501.txt	2002-05-01
12000_20000415.txt	2000-04-15
121_19991202_a.txt	1999-12-02
121_19991202_b.txt	1999-12-02
121_19991202_c.txt	1999-12-02
121_19991202_d.txt	1999-12-02
121_19991202_e.txt	1999-12-02
121_20010401.txt	2001-04-01
121_20020202.txt	2002-02-02
12163_20000415.txt	2000-04-15
122_19990202.txt	1999-02-02
122_19990401.txt	1999-04-01
122_19990701.txt	1999-07-01
122_20010502.txt	2001-05-02
122_20011202.txt	2001-12-02
122_20020103.txt	2002-01-03
12221_20000215.txt	2000-02-15
123_19990202.txt	1999-02-02
123_19990601.txt	1999-06-01
123_20010202.txt	2001-02-02
12375_20000119.txt	2000-01-19
124_19990103.txt	1999-01-03
124_20000102.txt	2000-01-02
124_20010201.txt	2001-02-01
124_20010402.txt	2001-04-02
12406_20000916.txt	2000-09-16
