chtb_0031	e3	e6	overlap
chtb_0031	e9	e12	before
chtb_0031	e23	e20	overlap
chtb_0031	e26	e31	before
chtb_0031	e34	e37	overlap
chtb_0031	e40	e43	overlap
chtb_0031	e40	e46	overlap
chtb_0031	e40	e49	overlap
chtb_0031	e54	e57	overlap
chtb_0031	e65	e68	overlap
chtb_0031	e65	e71	overlap
chtb_0031	e65	e76	overlap
chtb_0031	e92	e95	overlap
chtb_0031	e98	e102	overlap
chtb_0031	e126	e131	overlap
chtb_0031	e140	e145	overlap
chtb_0031	e151	e155	before
chtb_0031	e158	e163	overlap
chtb_0031	e168	e170	overlap
chtb_0031	e186	e188	overlap
chtb_0031	e193	e196	overlap
chtb_0031	e199	e202	overlap
chtb_0031	e204	e207	overlap
chtb_0032	e6	e9	overlap
chtb_0032	e15	e12	overlap
chtb_0032	e18	e21	overlap
chtb_0032	e18	e24	overlap
chtb_0032	e40	e37	overlap
chtb_0032	e56	e53	overlap
chtb_0032	e59	e62	overlap
chtb_0032	e74	e77	after
chtb_0032	e77	e80	overlap
chtb_0032	e86	e89	overlap
chtb_0032	e94	e100	overlap
chtb_0032	e120	e123	overlap
chtb_0032	e147	e150	overlap
chtb_0032	e174	e179	overlap
chtb_0032	e217	e208	overlap
chtb_0032	e217	e211	overlap
chtb_0032	e217	e214	overlap
chtb_0032	e220	e230	overlap
chtb_0032	e233	e236	overlap
chtb_0032	e239	e242	overlap
chtb_0032	e242	e245	overlap
chtb_0033	e28	e31	overlap
chtb_0033	e28	e34	overlap
chtb_0033	e45	e48	overlap
chtb_0033	e55	e57	overlap
chtb_0033	e93	e96	overlap
chtb_0033	e99	e101	overlap
chtb_0033	e110	e112	overlap
chtb_0033	e128	e131	overlap
chtb_0033	e120	e136	overlap
chtb_0038	e21	e25	overlap
chtb_0038	e34	e28	overlap
chtb_0038	e34	e31	overlap
chtb_0038	e34	e38	overlap
chtb_0038	e34	e41	overlap
chtb_0038	e41	e44	overlap
chtb_0038	e76	e79	overlap
chtb_0038	e76	e82	overlap
chtb_0038	e120	e123	overlap
chtb_0038	e120	e126	overlap
chtb_0038	e142	e145	overlap
chtb_0038	e142	e148	overlap
chtb_0038	e185	e182	overlap
chtb_0040	e9	e13	before
chtb_0040	e43	e46	overlap
chtb_0040	e52	e49	overlap
chtb_0040	e52	e55	overlap
chtb_0040	e61	e64	overlap
chtb_0040	e78	e81	overlap
chtb_0040	e83	e85	overlap
chtb_0040	e115	e112	overlap
chtb_0040	e118	e121	overlap
chtb_0040	e127	e130	overlap
chtb_0040	e142	e145	before
chtb_0040	e148	e150	overlap
chtb_0040	e186	e189	overlap
chtb_0040	e198	e201	before
chtb_0040	e204	e207	before
chtb_0040	e217	e222	overlap
chtb_0043	e3	e6	before
chtb_0043	e9	e12	before
chtb_0043	e9	e16	before
chtb_0043	e55	e58	after
chtb_0043	e55	e62	before
chtb_0043	e76	e79	before
chtb_0043	e88	e82	overlap
chtb_0043	e91	e93	before
chtb_0043	e93	e96	overlap
chtb_0043	e103	e106	before
chtb_0043	e117	e126	before
chtb_0043	e117	e135	before
chtb_0043	e117	e138	before
chtb_0043	e138	e141	overlap
chtb_0043	e144	e147	overlap
chtb_0043	e155	e158	overlap
chtb_0043	e168	e171	before
chtb_0043	e175	e178	before
chtb_0043	e187	e200	overlap
chtb_0043	e200	e206	overlap
chtb_0043	e211	e214	before
chtb_0043	e220	e223	overlap
chtb_0043	e225	e228	overlap
chtb_0043	e235	e237	overlap
chtb_0049	e3	e6	overlap
chtb_0049	e9	e12	overlap
chtb_0049	e18	e21	before
chtb_0049	e23	e26	overlap
chtb_0049	e31	e34	overlap
chtb_0049	e41	e44	overlap
chtb_0049	e51	e54	overlap
chtb_0049	e59	e62	overlap
chtb_0049	e59	e65	overlap
chtb_0049	e77	e80	overlap
chtb_0049	e89	e92	overlap
chtb_0049	e89	e95	overlap
chtb_0049	e98	e101	overlap
chtb_0049	e104	e107	overlap
chtb_0049	e110	e113	overlap
chtb_0049	e116	e119	overlap
chtb_0049	e122	e124	overlap
chtb_0049	e124	e127	overlap
chtb_0049	e132	e134	overlap
chtb_0049	e139	e142	overlap
chtb_0049	e145	e150	before
chtb_0049	e150	e155	overlap
chtb_0049	e159	e162	overlap
chtb_0049	e170	e173	overlap
chtb_0049	e176	e179	overlap
chtb_0049	e179	e181	overlap
chtb_0049	e181	e190	overlap
chtb_0049	e196	e199	overlap
chtb_0049	e208	e211	overlap
chtb_0049	e249	e252	overlap
chtb_0049	e255	e258	overlap
chtb_0049	e261	e264	overlap
chtb_0049	e272	e278	before
chtb_0049	e278	e281	overlap
chtb_0049	e288	e291	before
chtb_0049	e295	e298	overlap
chtb_0053	e15	e17	overlap
chtb_0053	e15	e19	overlap
chtb_0053	e19	e22	overlap
chtb_0053	e30	e33	before
chtb_0053	e36	e39	before
chtb_0053	e36	e42	before
chtb_0053	e52	e55	overlap
chtb_0053	e62	e66	before
chtb_0053	e69	e72	before
chtb_0053	e80	e77	overlap
chtb_0053	e86	e90	before
chtb_0053	e92	e95	before
chtb_0053	e92	e98	before
chtb_0053	e101	e104	before
chtb_0053	e101	e106	before
chtb_0053	e106	e109	overlap
chtb_0053	e128	e131	before
chtb_0053	e134	e137	before
chtb_0053	e143	e146	before
chtb_0053	e149	e152	before
chtb_0053	e158	e161	before
chtb_0053	e170	e173	before
chtb_0053	e182	e185	before
chtb_0053	e192	e195	overlap
chtb_0053	e202	e205	before
chtb_0053	e207	e210	before
chtb_0053	e212	e215	before
chtb_0053	e219	e223	before
chtb_0053	e229	e232	before
chtb_0059	e35	e40	before
chtb_0059	e35	e43	before
chtb_0059	e35	e46	before
chtb_0059	e55	e58	overlap
chtb_0059	e61	e66	overlap
chtb_0059	e78	e81	overlap
chtb_0059	e81	e85	overlap
chtb_0059	e95	e98	overlap
chtb_0059	e101	e108	overlap
chtb_0059	e143	e140	overlap
chtb_0059	e158	e160	overlap
chtb_0059	e169	e172	overlap
chtb_0067	e8	e5	before
chtb_0067	e3	e8	overlap
chtb_0067	e15	e18	overlap
chtb_0067	e23	e26	overlap
chtb_0067	e34	e37	before
chtb_0067	e34	e40	before
chtb_0067	e34	e43	before
chtb_0067	e49	e52	after
chtb_0067	e58	e61	overlap
chtb_0067	e64	e67	before
chtb_0067	e64	e69	before
chtb_0067	e78	e81	before
chtb_0067	e78	e84	before
chtb_0067	e93	e95	before
chtb_0067	e107	e104	overlap
chtb_0067	e110	e113	overlap
chtb_0067	e116	e119	before
chtb_0067	e116	e122	before
chtb_0067	e143	e146	overlap
chtb_0067	e151	e148	overlap
chtb_0071	e2	e105	overlap
chtb_0071	e3	e4	before
chtb_0071	e5	e107	overlap
chtb_0071	e11	e12	overlap
chtb_0071	e13	e109	overlap
chtb_0071	e14	e110	overlap
chtb_0071	e17	e111	overlap
chtb_0071	e18	e19	overlap
chtb_0071	e18	e20	overlap
chtb_0071	e19	e112	overlap
chtb_0071	e21	e113	overlap
chtb_0071	e22	e114	overlap
chtb_0071	e23	e115	overlap
chtb_0071	e27	e116	overlap
chtb_0071	e28	e117	overlap
chtb_0071	e31	e118	overlap
chtb_0071	e33	e119	overlap
chtb_0071	e37	e120	overlap
chtb_0071	e40	e41	before
chtb_0071	e45	e121	overlap
