chtb_0071	e1	t0	before
chtb_0071	e104	t0	after
chtb_0071	e2	t0	before
chtb_0071	e105	t0	before
chtb_0071	e3	t0	before
chtb_0071	e4	t0	after
chtb_0071	e106	t0	after
chtb_0071	e5	t0	after
chtb_0071	e107	t0	after
chtb_0071	e6	t0	before
chtb_0071	e108	t0	after
chtb_0071	e7	t0	after
chtb_0071	e8	t0	after
chtb_0071	e9	t0	after
chtb_0071	e10	t0	after
chtb_0071	e11	t0	after
chtb_0071	e12	t0	after
chtb_0071	e13	t0	after
chtb_0071	e109	t0	after
chtb_0071	e14	t0	after
chtb_0071	e110	t0	after
chtb_0071	e15	t0	after
chtb_0071	e16	t0	after
chtb_0071	e17	t0	after
chtb_0071	e111	t0	after
chtb_0071	e18	t0	after
chtb_0071	e19	t0	after
chtb_0071	e20	t0	after
chtb_0071	e112	t0	after
chtb_0071	e21	t0	after
chtb_0071	e113	t0	after
chtb_0071	e22	t0	after
chtb_0071	e114	t0	after
chtb_0071	e23	t0	after
chtb_0071	e115	t0	after
chtb_0071	e24	t0	after
chtb_0071	e25	t0	after
chtb_0071	e26	t0	after
chtb_0071	e27	t0	after
chtb_0071	e116	t0	after
chtb_0071	e28	t0	after
chtb_0071	e117	t0	after
chtb_0071	e29	t0	after
chtb_0071	e30	t0	after
chtb_0071	e31	t0	after
chtb_0071	e118	t0	after
chtb_0071	e32	t0	before
chtb_0071	e33	t0	after
chtb_0071	e119	t0	after
chtb_0071	e34	t0	after
chtb_0071	e35	t0	after
chtb_0071	e36	t0	after
chtb_0071	e37	t0	after
chtb_0071	e38	t0	after
chtb_0071	e39	t0	after
chtb_0071	e120	t0	after
chtb_0071	e40	t0	before
chtb_0071	e41	t0	after
chtb_0071	e42	t0	after
chtb_0071	e43	t0	after
chtb_0071	e44	t0	after
chtb_0071	e45	t0	after
chtb_0071	e121	t0	after
chtb_0071	e46	t0	after
chtb_0071	e47	t0	after
chtb_0071	e48	t0	after
chtb_0071	e49	t0	after
chtb_0071	e50	t0	after
chtb_0071	e51	t0	overlap
chtb_0071	e52	t0	overlap
chtb_0071	e122	t0	after
chtb_0071	e53	t0	before
chtb_0071	e54	t0	after
chtb_0071	e55	t0	after
chtb_0071	e123	t0	after
chtb_0071	e56	t0	after
chtb_0071	e57	t0	after
chtb_0071	e58	t0	after
chtb_0071	e59	t0	after
chtb_0071	e60	t0	after
chtb_0071	e61	t0	after
chtb_0071	e62	t0	after
chtb_0071	e124	t0	after
chtb_0071	e125	t0	after
chtb_0071	e126	t0	after
chtb_0071	e63	t0	after
chtb_0071	e64	t0	after
chtb_0071	e65	t0	after
chtb_0071	e127	t0	before
chtb_0071	e66	t0	overlap
chtb_0071	e128	t0	before
chtb_0071	e67	t0	before
chtb_0071	e129	t0	before
chtb_0071	e130	t0	before
chtb_0071	e131	t0	before
chtb_0071	e68	t0	before
chtb_0071	e69	t0	before
chtb_0071	e132	t0	after
chtb_0071	e70	t0	after
chtb_0071	e71	t0	after
chtb_0071	e72	t0	after
chtb_0071	e73	t0	after
chtb_0071	e133	t0	overlap
chtb_0071	e134	t0	after
chtb_0071	e74	t0	overlap-or-after
chtb_0071	e75	t0	before
chtb_0071	e135	t0	after
chtb_0071	e76	t0	before
chtb_0071	e77	t0	after
chtb_0071	e78	t0	after
chtb_0071	e79	t0	after
chtb_0071	e80	t0	after
chtb_0071	e81	t0	after
chtb_0071	e136	t0	after
chtb_0071	e137	t0	after
chtb_0071	e82	t0	after
chtb_0071	e138	t0	after
chtb_0071	e83	t0	after
chtb_0071	e84	t0	after
chtb_0071	e85	t0	after
chtb_0071	e86	t0	after
chtb_0071	e139	t0	after
chtb_0071	e87	t0	after
chtb_0071	e88	t0	after
chtb_0071	e89	t0	before
chtb_0071	e90	t0	overlap
chtb_0071	e91	t0	overlap
chtb_0071	e92	t0	after
chtb_0071	e93	t0	after
chtb_0071	e94	t0	overlap
chtb_0071	e95	t0	overlap-or-after
chtb_0071	e96	t0	after
chtb_0071	e97	t0	after
chtb_0071	e98	t0	after
chtb_0071	e99	t0	after
chtb_0071	e140	t0	after
chtb_0071	e100	t0	after
chtb_0071	e101	t0	after
chtb_0071	e102	t0	after
chtb_0071	e103	t0	after
chtb_0071	e141	t0	after
chtb_0072	e1	t0	overlap
chtb_0072	e2	t0	after
chtb_0072	e3	t0	before-or-overlap
chtb_0072	e4	t0	before-or-overlap
chtb_0072	e5	t0	before-or-overlap
chtb_0072	e6	t0	overlap
chtb_0072	e7	t0	after
chtb_0072	e8	t0	overlap
chtb_0072	e9	t0	overlap
chtb_0072	e10	t0	overlap
