SO11.txt.pos	0	0	timex3	t1	1
SO11.txt.pos	1	44	timex3	t2	1
SO11.txt.pos	1	45	timex3	t2	1
SO11.txt.pos	1	46	timex3	t2	1
SO11.txt.pos	2	64	timex3	t3	1
SO11.txt.pos	2	65	timex3	t3	1
SO11.txt.pos	2	66	timex3	t3	1
SO11.txt.pos	2	67	timex3	t3	1
SO11.txt.pos	3	120	timex3	t4	1
SO11.txt.pos	6	227	timex3	t5	1
SO11.txt.pos	6	228	timex3	t5	1
SO110.txt.pos	0	0	timex3	t1	1
SO110.txt.pos	5	104	timex3	t2	1
SO110.txt.pos	6	123	timex3	t3	1
SO110.txt.pos	6	124	timex3	t3	1
SO110.txt.pos	6	125	timex3	t3	1
SO110.txt.pos	10	257	timex3	t4	1
SO110.txt.pos	10	258	timex3	t4	1
SO110.txt.pos	10	259	timex3	t4	1
SO110.txt.pos	10	277	timex3	t5	1
SO110.txt.pos	10	278	timex3	t5	1
SO110.txt.pos	10	279	timex3	t5	1
SO110.txt.pos	12	323	timex3	t6	1
SO110.txt.pos	13	363	timex3	t7	1
SO110.txt.pos	16	497	timex3	t8	1
SO110.txt.pos	16	498	timex3	t8	1
SO110.txt.pos	18	514	timex3	t9	1
SO110.txt.pos	18	515	timex3	t9	1
SO110.txt.pos	20	560	timex3	t10	1
SO110.txt.pos	20	570	timex3	t11	1
SO110.txt.pos	20	571	timex3	t11	1
SO110.txt.pos	21	576	timex3	t12	1
SO12.txt.pos	0	0	timex3	t1	1
SO12.txt.pos	3	128	timex3	t2	1
SO12.txt.pos	3	153	timex3	t3	1
SO12.txt.pos	3	154	timex3	t3	1
SO12.txt.pos	3	155	timex3	t3	1
SO12.txt.pos	7	234	timex3	t4	1
SO12.txt.pos	7	235	timex3	t4	1
SO12.txt.pos	9	278	timex3	t5	1
SO12.txt.pos	9	279	timex3	t5	1
SO12.txt.pos	12	359	timex3	t6	1
SO12.txt.pos	12	360	timex3	t6	1
SO12.txt.pos	12	361	timex3	t6	1
