wsj_0037	0	34	event	e10	1
wsj_0037	1	2	event	e17	1
wsj_0037	1	11	event	e24	1
wsj_0037	2	1	event	e30	1
wsj_0037	2	5	event	e36	1
wsj_0037	2	12	event	e42	1
wsj_0037	3	1	event	e51	1
wsj_0037	3	5	event	e57	1
wsj_0037	4	1	event	e63	1
wsj_0037	4	6	event	e72	1
wsj_0037	4	10	event	e78	1
wsj_0037	4	13	event	e84	1
wsj_0037	4	16	event	e89	1
wsj_0037	6	14	event	e102	1
wsj_0037	6	17	event	e108	1
wsj_0037	6	20	event	e114	1
wsj_0037	7	2	event	e120	1
wsj_0037	7	4	event	e124	1
wsj_0037	7	7	event	e130	1
wsj_0037	7	16	event	e139	1
wsj_0037	7	28	event	e145	1
wsj_0037	8	7	event	e154	1
wsj_0037	8	20	event	e171	1
wsj_0037	8	28	event	e177	1
wsj_0037	9	5	event	e187	1
wsj_0037	9	18	event	e197	1
wsj_0037	10	1	event	e204	1
wsj_0037	11	7	event	e214	1
wsj_0037	11	13	event	e220	1
wsj_0037	11	26	event	e222	1
wsj_0037	12	1	event	e228	1
wsj_0037	12	2	event	e231	1
wsj_0037	12	10	event	e237	1
wsj_0037	12	12	event	e243	1
wsj_0037	13	5	event	e250	1
wsj_0037	13	12	event	e256	1
wsj_0037	13	32	event	e262	1
wsj_0037	14	4	event	e268	1
wsj_0037	14	7	event	e272	1
wsj_0037	15	14	event	e279	1
wsj_0037	15	17	event	e285	1
wsj_0037	15	25	event	e296	1
wsj_0037	15	33	event	e302	1
wsj_0037	16	2	event	e308	1
wsj_0037	16	18	event	e318	1
wsj_0037	17	3	event	e325	1
wsj_0037	17	12	event	e331	1
wsj_0037	18	23	event	e338	1
wsj_0037	18	40	event	e352	1
wsj_0037	19	3	event	e360	1
wsj_0037	19	8	event	e367	1
wsj_0037	20	3	event	e380	1
wsj_0037	20	13	event	e389	1
wsj_0037	21	9	event	e398	1
wsj_0037	22	2	event	e407	1
wsj_0037	23	8	event	e417	1
wsj_0037	23	18	event	e425	1
wsj_0037	23	23	event	e432	1
wsj_0037	23	33	event	e439	1
wsj_0037	23	44	event	e451	1
wsj_0037	23	48	event	e457	1
wsj_0037	23	54	event	e463	1
wsj_0037	23	62	event	e474	1
wsj_0037	23	85	event	e483	1
wsj_0037	24	6	event	e493	1
wsj_0037	24	16	event	e501	1
wsj_0037	24	23	event	e507	1
wsj_0037	25	9	event	e514	1
wsj_0037	25	13	event	e520	1
wsj_0037	25	23	event	e526	1
wsj_0037	25	26	event	e531	1
wsj_0037	25	31	event	e538	1
wsj_0037	26	17	event	e545	1
wsj_0037	27	1	event	e551	1
wsj_0037	27	11	event	e561	1
wsj_0037	27	18	event	e568	1
wsj_0037	27	19	event	e573	1
wsj_0037	27	22	event	e575	1
wsj_0037	27	28	event	e578	1
wsj_0037	28	14	event	e585	1
wsj_0037	28	17	event	e591	1
wsj_0037	28	37	event	e601	1
wsj_0037	28	53	event	e608	1
wsj_0037	29	3	event	e611	1
wsj_0037	29	8	event	e617	1
wsj_0037	29	9	event	e621	1
wsj_0037	30	2	event	e627	1
wsj_0037	30	8	event	e637	1
wsj_0037	30	11	event	e641	1
wsj_0037	30	22	event	e650	1
wsj_0037	30	31	event	e658	1
wsj_0037	30	46	event	e665	1
wsj_0037	30	47	event	e668	1
wsj_0037	30	50	event	e676	1
wsj_0037	30	57	event	e682	1
wsj_0037	31	5	event	e688	1
wsj_0037	31	7	event	e694	1
wsj_0037	31	14	event	e701	1
wsj_0037	31	25	event	e706	1
wsj_0037	31	26	event	e709	1
wsj_0037	31	29	event	e715	1
wsj_0037	32	3	event	e721	1
wsj_0037	32	12	event	e729	1
wsj_0037	32	18	event	e735	1
wsj_0037	32	21	event	e739	1
wsj_0037	32	24	event	e745	1
wsj_0037	32	26	event	e749	1
wsj_0037	32	29	event	e755	1
wsj_0037	33	2	event	e761	1
wsj_0037	33	7	event	e767	1
wsj_0037	33	9	event	e773	1
wsj_0037	34	5	event	e780	1
wsj_0037	34	11	event	e786	1
wsj_0037	34	18	event	e792	1
wsj_0037	35	11	event	e798	1
wsj_0037	36	8	event	e806	1
wsj_0037	36	9	event	e811	1
wsj_0037	37	6	event	e821	1
wsj_0037	37	9	event	e827	1
wsj_0037	37	15	event	e835	1
wsj_0037	37	24	event	e841	1
wsj_0037	38	4	event	e849	1
wsj_0037	38	5	event	e851	1
wsj_0037	38	8	event	e855	1
wsj_0037	38	11	event	e859	1
wsj_0037	38	14	event	e866	1
wsj_0037	38	25	event	e873	1
wsj_0037	39	2	event	e879	1
wsj_0037	39	3	event	e883	1
wsj_0037	40	17	event	e889	1
wsj_0037	40	33	event	e897	1
wsj_0037	40	38	event	e903	1
wsj_0037	40	40	event	e906	1
wsj_0037	41	2	event	e912	1
wsj_0037	42	4	event	e919	1
wsj_0037	42	6	event	e925	1
wsj_0037	42	13	event	e931	1
wsj_0037	42	18	event	e937	1
wsj_0037	43	3	event	e945	1
wsj_0037	43	10	event	e952	1
