wsj_0037	15	36	timex3	t1	1
wsj_0037	27	14	timex3	t2	1
wsj_0037	27	15	timex3	t2	1
wsj_0037	35	15	timex3	t3	1
wsj_0037	35	16	timex3	t3	1
wsj_0037	38	21	timex3	t4	1
wsj_0037	48	32	timex3	t5	1
wsj_0037	48	33	timex3	t5	1
wsj_0037	48	35	timex3	t6	1
wsj_0037	50	18	timex3	t7	1
wsj_0037	50	19	timex3	t7	1
wsj_0037	50	20	timex3	t7	1
wsj_0037	52	16	timex3	t8	1
wsj_0037	52	22	timex3	t9	1
wsj_0037	52	24	timex3	t10	1
wsj_0037	52	25	timex3	t10	1
wsj_0037	53	3	timex3	t11	1
wsj_0037	53	4	timex3	t11	1
wsj_0037	53	15	timex3	t12	1
wsj_0037	53	16	timex3	t12	1
wsj_0037	53	17	timex3	t12	1
wsj_0037	57	4	timex3	t13	1
wsj_0037	57	5	timex3	t13	1
wsj_0037	57	6	timex3	t13	1
wsj_0037	60	14	timex3	t14	1
wsj_0037	62	15	timex3	t15	1
wsj_0037	63	19	timex3	t16	1
wsj_0037	65	3	timex3	t17	1
wsj_0037	68	13	timex3	t18	1
wsj_0037	69	1	timex3	t19	1
wsj_0037	69	13	timex3	t20	1
wsj_0037	69	14	timex3	t20	1
wsj_0037	69	24	timex3	t21	1
wsj_0037	69	28	timex3	t22	1
wsj_0037	69	29	timex3	t22	1
wsj_0037	70	5	timex3	t23	1
wsj_0037	70	6	timex3	t23	1
wsj_0037	70	19	timex3	t24	1
wsj_0037	70	21	timex3	t25	1
wsj_0037	70	22	timex3	t25	1
wsj_0037	70	23	timex3	t25	1
wsj_0044	1	16	timex3	t1	1
wsj_0044	1	17	timex3	t1	1
wsj_0044	1	18	timex3	t1	1
wsj_0044	11	15	timex3	t2	1
wsj_0044	11	16	timex3	t2	1
wsj_0044	14	1	timex3	t3	1
wsj_0044	15	3	timex3	t4	1
wsj_0044	15	4	timex3	t4	1
wsj_0044	20	1	timex3	t5	1
wsj_0044	21	21	timex3	t6	1
wsj_0044	26	6	timex3	t7	1
wsj_0044	28	10	timex3	t8	1
wsj_0044	28	11	timex3	t8	1
wsj_0044	28	12	timex3	t8	1
wsj_0044	28	13	timex3	t8	1
wsj_0044	28	14	timex3	t8	1
wsj_0044	32	26	timex3	t9	1
wsj_0044	44	25	timex3	t10	1
wsj_0044	44	26	timex3	t10	1
wsj_0044	47	2	timex3	t11	1
wsj_0044	47	3	timex3	t11	1
wsj_0044	47	4	timex3	t11	1
wsj_0044	50	5	timex3	t12	1
wsj_0044	50	15	timex3	t13	1
wsj_0044	50	16	timex3	t13	1
wsj_0044	56	11	timex3	t14	1
wsj_0044	57	21	timex3	t15	1
wsj_0044	57	22	timex3	t15	1
wsj_0044	60	17	timex3	t16	1
wsj_0044	60	18	timex3	t16	1
wsj_0044	61	1	timex3	t17	1
wsj_0044	61	3	timex3	t18	1
wsj_0044	64	36	timex3	t19	1
wsj_0044	64	37	timex3	t19	1
wsj_0044	69	1	timex3	t20	1
wsj_0044	79	6	timex3	t21	1
wsj_0044	79	8	timex3	t22	1
wsj_0044	79	19	timex3	t23	1
wsj_0044	79	20	timex3	t23	1
wsj_0044	80	5	timex3	t24	1
wsj_0044	80	6	timex3	t24	1
wsj_0044	80	7	timex3	t24	1
wsj_0044	84	0	timex3	t25	1
wsj_0044	84	1	timex3	t25	1
wsj_0044	84	20	timex3	t26	1
wsj_0044	84	21	timex3	t26	1
wsj_0044	85	7	timex3	t27	1
wsj_0044	85	8	timex3	t27	1
wsj_0044	90	33	timex3	t28	1
wsj_0044	93	1	timex3	t29	1
wsj_0044	93	2	timex3	t29	1
wsj_0044	93	3	timex3	t29	1
wsj_0044	97	7	timex3	t30	1
wsj_0044	97	8	timex3	t30	1
wsj_0044	97	9	timex3	t30	1
