wsj_0037	e10	t0	overlap
wsj_0037	e17	t0	overlap
wsj_0037	e24	t0	overlap
wsj_0037	e30	t0	overlap
wsj_0037	e36	t0	overlap
wsj_0037	e42	t0	overlap
wsj_0037	e51	t0	overlap
wsj_0037	e57	t0	overlap
wsj_0037	e63	t0	overlap
wsj_0037	e72	t0	overlap
wsj_0037	e78	t0	overlap
wsj_0037	e84	t0	overlap
wsj_0037	e89	t0	overlap
wsj_0037	e102	t0	overlap
wsj_0037	e108	t0	overlap
wsj_0037	e114	t0	overlap
wsj_0037	e120	t0	overlap
wsj_0037	e124	t0	overlap
wsj_0037	e130	t0	overlap
wsj_0037	e139	t0	overlap
wsj_0037	e145	t0	overlap
wsj_0037	e154	t0	overlap
wsj_0037	e171	t0	overlap
wsj_0037	e177	t0	overlap
wsj_0037	e187	t0	overlap
wsj_0037	e197	t0	overlap
wsj_0037	e204	t0	overlap
wsj_0037	e214	t0	overlap
wsj_0037	e220	t0	overlap
wsj_0037	e222	t0	overlap
wsj_0037	e228	t0	overlap
wsj_0037	e231	t0	overlap
wsj_0037	e237	t0	overlap
wsj_0037	e243	t0	overlap
wsj_0037	e250	t0	overlap
wsj_0037	e256	t0	overlap
wsj_0037	e262	t0	overlap
wsj_0037	e268	t0	overlap
wsj_0037	e272	t0	overlap
wsj_0037	e279	t0	overlap
wsj_0037	e285	t0	overlap
wsj_0037	e296	t0	overlap
wsj_0037	e302	t0	before
wsj_0037	e308	t0	overlap
wsj_0037	e318	t0	overlap
wsj_0037	e325	t0	overlap
wsj_0037	e331	t0	overlap
wsj_0037	e338	t0	overlap
wsj_0037	e352	t0	overlap
wsj_0037	e360	t0	overlap
wsj_0037	e367	t0	overlap
wsj_0037	e380	t0	overlap
wsj_0037	e389	t0	overlap
wsj_0037	e398	t0	overlap
wsj_0037	e407	t0	before
wsj_0037	e417	t0	overlap
wsj_0037	e425	t0	overlap
wsj_0037	e432	t0	overlap
wsj_0037	e439	t0	overlap
wsj_0037	e451	t0	overlap
wsj_0037	e457	t0	overlap
wsj_0037	e463	t0	overlap
wsj_0037	e474	t0	overlap
wsj_0037	e483	t0	overlap
wsj_0037	e493	t0	overlap
wsj_0037	e501	t0	overlap
wsj_0037	e507	t0	overlap
wsj_0037	e514	t0	overlap
wsj_0037	e520	t0	overlap
wsj_0037	e526	t0	overlap
wsj_0037	e531	t0	overlap
wsj_0037	e538	t0	overlap
wsj_0037	e545	t0	overlap
wsj_0037	e551	t0	overlap
wsj_0037	e561	t0	before
wsj_0037	e568	t0	before
wsj_0037	e573	t0	before
wsj_0037	e575	t0	before
wsj_0037	e578	t0	before
wsj_0037	e585	t0	overlap
wsj_0037	e591	t0	overlap
wsj_0037	e601	t0	overlap
wsj_0037	e608	t0	overlap
wsj_0037	e611	t0	overlap
wsj_0037	e617	t0	overlap
wsj_0037	e621	t0	overlap
wsj_0037	e627	t0	overlap
wsj_0037	e637	t0	overlap
wsj_0037	e641	t0	overlap
wsj_0037	e650	t0	overlap
wsj_0037	e658	t0	overlap
wsj_0037	e665	t0	before
wsj_0037	e668	t0	before
wsj_0037	e676	t0	before
wsj_0037	e682	t0	before
wsj_0037	e688	t0	before
wsj_0037	e694	t0	before
wsj_0037	e701	t0	before
wsj_0037	e706	t0	before
wsj_0037	e709	t0	before
wsj_0037	e715	t0	before
wsj_0037	e721	t0	before
wsj_0037	e729	t0	before
wsj_0037	e735	t0	before
wsj_0037	e739	t0	before
wsj_0037	e745	t0	before
wsj_0037	e749	t0	before
wsj_0037	e755	t0	before
wsj_0037	e761	t0	overlap
wsj_0037	e767	t0	before
wsj_0037	e773	t0	before
wsj_0037	e780	t0	before
wsj_0037	e786	t0	overlap
wsj_0037	e792	t0	before
wsj_0037	e798	t0	before
wsj_0037	e806	t0	overlap
wsj_0037	e811	t0	overlap
