ABC19980108.1830.0711	0	0	On
ABC19980108.1830.0711	0	1	the
ABC19980108.1830.0711	0	2	other
ABC19980108.1830.0711	0	3	hand
ABC19980108.1830.0711	0	4	,
ABC19980108.1830.0711	0	5	it
ABC19980108.1830.0711	0	6	's
ABC19980108.1830.0711	0	7	turning
ABC19980108.1830.0711	0	8	out
ABC19980108.1830.0711	0	9	to
ABC19980108.1830.0711	0	10	be
ABC19980108.1830.0711	0	11	another
ABC19980108.1830.0711	0	12	very
ABC19980108.1830.0711	0	13	bad
ABC19980108.1830.0711	0	14	financial
ABC19980108.1830.0711	0	15	week
ABC19980108.1830.0711	0	16	for
ABC19980108.1830.0711	0	17	Asia
ABC19980108.1830.0711	0	18	.
ABC19980108.1830.0711	1	0	The
ABC19980108.1830.0711	1	1	financial
ABC19980108.1830.0711	1	2	assistance
ABC19980108.1830.0711	1	3	from
ABC19980108.1830.0711	1	4	the
ABC19980108.1830.0711	1	5	World
ABC19980108.1830.0711	1	6	Bank
ABC19980108.1830.0711	1	7	and
ABC19980108.1830.0711	1	8	the
ABC19980108.1830.0711	1	9	International
ABC19980108.1830.0711	1	10	Monetary
ABC19980108.1830.0711	1	11	Fund
ABC19980108.1830.0711	1	12	are
ABC19980108.1830.0711	1	13	not
ABC19980108.1830.0711	1	14	helping
ABC19980108.1830.0711	1	15	.
ABC19980108.1830.0711	2	0	In
ABC19980108.1830.0711	2	1	the
ABC19980108.1830.0711	2	2	last
ABC19980108.1830.0711	2	3	twenty
ABC19980108.1830.0711	2	4	four
ABC19980108.1830.0711	2	5	hours
ABC19980108.1830.0711	2	6	,
ABC19980108.1830.0711	2	7	the
ABC19980108.1830.0711	2	8	value
ABC19980108.1830.0711	2	9	of
ABC19980108.1830.0711	2	10	the
ABC19980108.1830.0711	2	11	Indonesian
ABC19980108.1830.0711	2	12	stock
ABC19980108.1830.0711	2	13	market
ABC19980108.1830.0711	2	14	has
ABC19980108.1830.0711	2	15	fallen
ABC19980108.1830.0711	2	16	by
ABC19980108.1830.0711	2	17	twelve
ABC19980108.1830.0711	2	18	percent
ABC19980108.1830.0711	2	19	.
ABC19980108.1830.0711	3	0	The
ABC19980108.1830.0711	3	1	Indonesian
ABC19980108.1830.0711	3	2	currency
ABC19980108.1830.0711	3	3	has
ABC19980108.1830.0711	3	4	lost
ABC19980108.1830.0711	3	5	twenty
ABC19980108.1830.0711	3	6	six
ABC19980108.1830.0711	3	7	percent
ABC19980108.1830.0711	3	8	of
ABC19980108.1830.0711	3	9	its
ABC19980108.1830.0711	3	10	value
ABC19980108.1830.0711	3	11	.
ABC19980108.1830.0711	4	0	In
ABC19980108.1830.0711	4	1	Singapore
ABC19980108.1830.0711	4	2	,
ABC19980108.1830.0711	4	3	stocks
ABC19980108.1830.0711	4	4	hit
ABC19980108.1830.0711	4	5	a
ABC19980108.1830.0711	4	6	five
ABC19980108.1830.0711	4	7	year
ABC19980108.1830.0711	4	8	low
ABC19980108.1830.0711	4	9	.
ABC19980108.1830.0711	5	0	In
ABC19980108.1830.0711	5	1	the
ABC19980108.1830.0711	5	2	Philippines
ABC19980108.1830.0711	5	3	,
ABC19980108.1830.0711	5	4	a
ABC19980108.1830.0711	5	5	four
ABC19980108.1830.0711	5	6	year
ABC19980108.1830.0711	5	7	low
ABC19980108.1830.0711	5	8	.
ABC19980108.1830.0711	6	0	And
ABC19980108.1830.0711	6	1	in
ABC19980108.1830.0711	6	2	Hong
ABC19980108.1830.0711	6	3	Kong
ABC19980108.1830.0711	6	4	,
ABC19980108.1830.0711	6	5	a
ABC19980108.1830.0711	6	6	three
ABC19980108.1830.0711	6	7	percent
ABC19980108.1830.0711	6	8	drop
ABC19980108.1830.0711	6	9	.
ABC19980108.1830.0711	7	0	More
ABC19980108.1830.0711	7	1	problems
ABC19980108.1830.0711	7	2	in
ABC19980108.1830.0711	7	3	Hong
ABC19980108.1830.0711	7	4	Kong
ABC19980108.1830.0711	7	5	for
ABC19980108.1830.0711	7	6	a
ABC19980108.1830.0711	7	7	place
ABC19980108.1830.0711	7	8	,
ABC19980108.1830.0711	7	9	for
ABC19980108.1830.0711	7	10	an
ABC19980108.1830.0711	7	11	economy
ABC19980108.1830.0711	7	12	,
ABC19980108.1830.0711	7	13	that
ABC19980108.1830.0711	7	14	many
ABC19980108.1830.0711	7	15	experts
ABC19980108.1830.0711	7	16	thought
ABC19980108.1830.0711	7	17	was
ABC19980108.1830.0711	7	18	once
ABC19980108.1830.0711	7	19	invincible
ABC19980108.1830.0711	7	20	.
ABC19980108.1830.0711	8	0	Here
ABC19980108.1830.0711	8	1	's
ABC19980108.1830.0711	8	2	ABC
ABC19980108.1830.0711	8	3	's
ABC19980108.1830.0711	8	4	Jim
ABC19980108.1830.0711	8	5	Laurie
ABC19980108.1830.0711	8	6	.
ABC19980108.1830.0711	9	0	Not
ABC19980108.1830.0711	9	1	that
ABC19980108.1830.0711	9	2	long
ABC19980108.1830.0711	9	3	ago
ABC19980108.1830.0711	9	4	,
ABC19980108.1830.0711	9	5	before
ABC19980108.1830.0711	9	6	the
ABC19980108.1830.0711	9	7	Chinese
ABC19980108.1830.0711	9	8	takeover
ABC19980108.1830.0711	9	9	,
ABC19980108.1830.0711	9	10	the
ABC19980108.1830.0711	9	11	news
ABC19980108.1830.0711	9	12	about
ABC19980108.1830.0711	9	13	real
ABC19980108.1830.0711	9	14	estate
ABC19980108.1830.0711	9	15	here
ABC19980108.1830.0711	9	16	was
ABC19980108.1830.0711	9	17	that
ABC19980108.1830.0711	9	18	the
ABC19980108.1830.0711	9	19	sky
ABC19980108.1830.0711	9	20	was
ABC19980108.1830.0711	9	21	the
ABC19980108.1830.0711	9	22	limit
ABC19980108.1830.0711	9	23	the
ABC19980108.1830.0711	9	24	highest
ABC19980108.1830.0711	9	25	prices
ABC19980108.1830.0711	9	26	in
ABC19980108.1830.0711	9	27	the
ABC19980108.1830.0711	9	28	world
ABC19980108.1830.0711	9	29	.
ABC19980108.1830.0711	10	0	So
ABC19980108.1830.0711	10	1	when
ABC19980108.1830.0711	10	2	Wong
ABC19980108.1830.0711	10	3	Kwan
ABC19980108.1830.0711	10	4	spent
ABC19980108.1830.0711	10	5	seventy
ABC19980108.1830.0711	10	6	million
ABC19980108.1830.0711	10	7	dollars
ABC19980108.1830.0711	10	8	for
ABC19980108.1830.0711	10	9	this
ABC19980108.1830.0711	10	10	house
ABC19980108.1830.0711	10	11	,
ABC19980108.1830.0711	10	12	he
ABC19980108.1830.0711	10	13	thought
ABC19980108.1830.0711	10	14	it
ABC19980108.1830.0711	10	15	was
ABC19980108.1830.0711	10	16	a
ABC19980108.1830.0711	10	17	great
ABC19980108.1830.0711	10	18	deal
ABC19980108.1830.0711	10	19	.
ABC19980108.1830.0711	11	0	He
ABC19980108.1830.0711	11	1	sold
ABC19980108.1830.0711	11	2	the
ABC19980108.1830.0711	11	3	property
ABC19980108.1830.0711	11	4	to
ABC19980108.1830.0711	11	5	five
ABC19980108.1830.0711	11	6	buyers
ABC19980108.1830.0711	11	7	and
ABC19980108.1830.0711	11	8	said
ABC19980108.1830.0711	11	9	he
ABC19980108.1830.0711	11	10	'd
ABC19980108.1830.0711	11	11	double
ABC19980108.1830.0711	11	12	his
ABC19980108.1830.0711	11	13	money
ABC19980108.1830.0711	11	14	.
ABC19980108.1830.0711	12	0	In
ABC19980108.1830.0711	12	1	Hong
ABC19980108.1830.0711	12	2	Kong
ABC19980108.1830.0711	12	3	,
ABC19980108.1830.0711	12	4	is
ABC19980108.1830.0711	12	5	always
ABC19980108.1830.0711	12	6	belongs
ABC19980108.1830.0711	12	7	to
ABC19980108.1830.0711	12	8	the
ABC19980108.1830.0711	12	9	seller
ABC19980108.1830.0711	12	10	's
ABC19980108.1830.0711	12	11	market
ABC19980108.1830.0711	12	12	.
ABC19980108.1830.0711	13	0	Now
ABC19980108.1830.0711	13	1	with
ABC19980108.1830.0711	13	2	new
ABC19980108.1830.0711	13	3	construction
ABC19980108.1830.0711	13	4	under
ABC19980108.1830.0711	13	5	way
ABC19980108.1830.0711	13	6	,
ABC19980108.1830.0711	13	7	three
ABC19980108.1830.0711	13	8	of
ABC19980108.1830.0711	13	9	his
ABC19980108.1830.0711	13	10	buyers
ABC19980108.1830.0711	13	11	have
ABC19980108.1830.0711	13	12	backed
ABC19980108.1830.0711	13	13	out
ABC19980108.1830.0711	13	14	.
ABC19980108.1830.0711	14	0	And
ABC19980108.1830.0711	14	1	Wong
ABC19980108.1830.0711	14	2	Kwan
ABC19980108.1830.0711	14	3	will
ABC19980108.1830.0711	14	4	be
ABC19980108.1830.0711	14	5	lucky
ABC19980108.1830.0711	14	6	to
ABC19980108.1830.0711	14	7	break
ABC19980108.1830.0711	14	8	even
ABC19980108.1830.0711	14	9	.
ABC19980108.1830.0711	15	0	All
ABC19980108.1830.0711	15	1	across
ABC19980108.1830.0711	15	2	Hong
ABC19980108.1830.0711	15	3	Kong
ABC19980108.1830.0711	15	4	,
ABC19980108.1830.0711	15	5	the
ABC19980108.1830.0711	15	6	property
ABC19980108.1830.0711	15	7	market
ABC19980108.1830.0711	15	8	has
ABC19980108.1830.0711	15	9	crashed
ABC19980108.1830.0711	15	10	.
ABC19980108.1830.0711	16	0	Pamela
ABC19980108.1830.0711	16	1	Pak
ABC19980108.1830.0711	16	2	owns
ABC19980108.1830.0711	16	3	eight
ABC19980108.1830.0711	16	4	condominiums
ABC19980108.1830.0711	16	5	here
ABC19980108.1830.0711	16	6	.
ABC19980108.1830.0711	17	0	Pak
ABC19980108.1830.0711	17	1	ca
ABC19980108.1830.0711	17	2	n
ABC19980108.1830.0711	17	3	't
ABC19980108.1830.0711	17	4	find
ABC19980108.1830.0711	17	5	buyers
ABC19980108.1830.0711	17	6	.
ABC19980108.1830.0711	18	0	She
ABC19980108.1830.0711	18	1	estimates
ABC19980108.1830.0711	18	2	her
ABC19980108.1830.0711	18	3	properties
ABC19980108.1830.0711	18	4	,
ABC19980108.1830.0711	18	5	worth
ABC19980108.1830.0711	18	6	a
ABC19980108.1830.0711	18	7	hundred
ABC19980108.1830.0711	18	8	thirty
ABC19980108.1830.0711	18	9	million
ABC19980108.1830.0711	18	10	dollars
ABC19980108.1830.0711	18	11	in
ABC19980108.1830.0711	18	12	October
ABC19980108.1830.0711	18	13	,
ABC19980108.1830.0711	18	14	are
ABC19980108.1830.0711	18	15	worth
ABC19980108.1830.0711	18	16	only
ABC19980108.1830.0711	18	17	half
ABC19980108.1830.0711	18	18	that
ABC19980108.1830.0711	18	19	now
ABC19980108.1830.0711	18	20	.
ABC19980108.1830.0711	19	0	They
ABC19980108.1830.0711	19	1	believe
ABC19980108.1830.0711	19	2	ah
ABC19980108.1830.0711	19	3	it
ABC19980108.1830.0711	19	4	will
ABC19980108.1830.0711	19	5	be
ABC19980108.1830.0711	19	6	always
ABC19980108.1830.0711	19	7	up
ABC19980108.1830.0711	19	8	going
ABC19980108.1830.0711	19	9	up
ABC19980108.1830.0711	19	10	and
ABC19980108.1830.0711	19	11	up
ABC19980108.1830.0711	19	12	ah
ABC19980108.1830.0711	19	13	forever
ABC19980108.1830.0711	19	14	.
ABC19980108.1830.0711	20	0	Nobody
ABC19980108.1830.0711	20	1	believe
ABC19980108.1830.0711	20	2	this
ABC19980108.1830.0711	20	3	any
ABC19980108.1830.0711	20	4	more
ABC19980108.1830.0711	20	5	.
ABC19980108.1830.0711	21	0	Of
ABC19980108.1830.0711	21	1	all
ABC19980108.1830.0711	21	2	of
ABC19980108.1830.0711	21	3	Asia
ABC19980108.1830.0711	21	4	's
ABC19980108.1830.0711	21	5	economies
ABC19980108.1830.0711	21	6	,
ABC19980108.1830.0711	21	7	Hong
ABC19980108.1830.0711	21	8	Kong
ABC19980108.1830.0711	21	9	is
ABC19980108.1830.0711	21	10	the
ABC19980108.1830.0711	21	11	most
ABC19980108.1830.0711	21	12	robust
ABC19980108.1830.0711	21	13	.
ABC19980108.1830.0711	22	0	But
ABC19980108.1830.0711	22	1	in
ABC19980108.1830.0711	22	2	the
ABC19980108.1830.0711	22	3	past
ABC19980108.1830.0711	22	4	three
ABC19980108.1830.0711	22	5	months
ABC19980108.1830.0711	22	6	,
ABC19980108.1830.0711	22	7	stocks
ABC19980108.1830.0711	22	8	have
ABC19980108.1830.0711	22	9	plunged
ABC19980108.1830.0711	22	10	,
ABC19980108.1830.0711	22	11	interest
ABC19980108.1830.0711	22	12	rates
ABC19980108.1830.0711	22	13	have
ABC19980108.1830.0711	22	14	soared
ABC19980108.1830.0711	22	15	and
ABC19980108.1830.0711	22	16	the
ABC19980108.1830.0711	22	17	downturn
ABC19980108.1830.0711	22	18	all
ABC19980108.1830.0711	22	19	across
ABC19980108.1830.0711	22	20	Asia
ABC19980108.1830.0711	22	21	means
ABC19980108.1830.0711	22	22	that
ABC19980108.1830.0711	22	23	people
ABC19980108.1830.0711	22	24	are
ABC19980108.1830.0711	22	25	not
ABC19980108.1830.0711	22	26	spending
ABC19980108.1830.0711	22	27	here
ABC19980108.1830.0711	22	28	.
ABC19980108.1830.0711	23	0	Hotels
ABC19980108.1830.0711	23	1	are
ABC19980108.1830.0711	23	2	only
ABC19980108.1830.0711	23	3	thirty
ABC19980108.1830.0711	23	4	percent
ABC19980108.1830.0711	23	5	full
ABC19980108.1830.0711	23	6	.
ABC19980108.1830.0711	24	0	You
ABC19980108.1830.0711	24	1	can
ABC19980108.1830.0711	24	2	get
ABC19980108.1830.0711	24	3	seventy
ABC19980108.1830.0711	24	4	percent
ABC19980108.1830.0711	24	5	discounts
ABC19980108.1830.0711	24	6	at
ABC19980108.1830.0711	24	7	the
ABC19980108.1830.0711	24	8	shopping
ABC19980108.1830.0711	24	9	malls
ABC19980108.1830.0711	24	10	.
ABC19980108.1830.0711	25	0	Three
ABC19980108.1830.0711	25	1	thousand
ABC19980108.1830.0711	25	2	dollar
ABC19980108.1830.0711	25	3	pearls
ABC19980108.1830.0711	25	4	for
ABC19980108.1830.0711	25	5	eight
ABC19980108.1830.0711	25	6	hundred
ABC19980108.1830.0711	25	7	dollars
ABC19980108.1830.0711	25	8	.
ABC19980108.1830.0711	26	0	A
ABC19980108.1830.0711	26	1	two
ABC19980108.1830.0711	26	2	hundred
ABC19980108.1830.0711	26	3	dollar
ABC19980108.1830.0711	26	4	wool
ABC19980108.1830.0711	26	5	jacket
ABC19980108.1830.0711	26	6	for
ABC19980108.1830.0711	26	7	fifty
ABC19980108.1830.0711	26	8	dollars
ABC19980108.1830.0711	26	9	.
ABC19980108.1830.0711	27	0	Still
ABC19980108.1830.0711	27	1	,
ABC19980108.1830.0711	27	2	there
ABC19980108.1830.0711	27	3	are
ABC19980108.1830.0711	27	4	few
ABC19980108.1830.0711	27	5	buyers
ABC19980108.1830.0711	27	6	.
ABC19980108.1830.0711	28	0	And
ABC19980108.1830.0711	28	1	at
ABC19980108.1830.0711	28	2	the
ABC19980108.1830.0711	28	3	big
ABC19980108.1830.0711	28	4	brokerage
ABC19980108.1830.0711	28	5	houses
ABC19980108.1830.0711	28	6	,
ABC19980108.1830.0711	28	7	after
ABC19980108.1830.0711	28	8	ten
ABC19980108.1830.0711	28	9	years
ABC19980108.1830.0711	28	10	of
ABC19980108.1830.0711	28	11	boom
ABC19980108.1830.0711	28	12	,
ABC19980108.1830.0711	28	13	they
ABC19980108.1830.0711	28	14	're
ABC19980108.1830.0711	28	15	talking
ABC19980108.1830.0711	28	16	about
ABC19980108.1830.0711	28	17	layoffs
